AGM000005,开户日期,Account opening date
PTY000414,对外投资企业法定代表人,Legal representative of the investee
PTY000415,对外投资企业经营范围,Investee's business scope
PTY000416,对外投资企业注册资本,Amount of investee's registered capital
PTY000417,投资日期,investment date
PTY000418,外部信用等级评级机构名称,credit rating agency
PTY000421,剩余授信额度,orgnization customer remaining of line of credit
PTY000422,诉讼状态标志,Litigation status
PTY000423,征信逾期次数,Number of overdue in credit report
PTY000424,账户编号,account number
PTY000426,日均存款,Average daily deposit
PTY000427,存款余额,Deposits
PTY000428,本行贷款总额,The total loan amount of our bank
PTY000429,被担保人客户名称,Warrantee name
PTY000430,被担保人证件类型代码,ID Certificate type of guarantor
PTY000431,被担保人证件编号,ID number of guarantee
PTY000432,对外担保币种代码,External guarantee currency
PTY000433,主要组成人员职位代码,Main members positions
PTY000434,主要出资人个数,Number of major investors
PTY000435,出资人类型代码,Type of investor
PTY000437,出资人名称,Name of investor
PTY000438,出资人证件类型代码,Investor ID certificate type
PTY000439,出资人证件编号,Investor ID certificate number
PTY000440,上级机构类型代码,Type of superior organization
PTY000441,上级机构名称,Name of superior organization
PTY000442,上级机构证件类型代码,ID certificate type of the upper - level organization
PTY000443,上级机构证件编号,Id number of the superior organization
PTY000444,办公地址,Work address
PTY000445,居住地址区域代码,Residential address district code
PTY000446,居住地址区域名称代码,Residential address district
PTY000447,报表录入日期,Report entry date
PTY000448,报表年份,Year of report
PTY000449,报表周期类型代码,Report period type
PTY000450,出质人客户类型代码,Pledgor customer type
PTY000451,出质人证件类型代码,Pledgor ID certificate type
PTY000452,同业客户标志,Peer customer mark
PTY000453,经济依存客户编号,Economic Dependence Customer number
PTY000454,关联方类型,The type of the Associated Party
PTY000455,脱贫状态代码,Poverty Alleviation
PTY000456,工业转型升级标志,Logo for technical transformation and upgrading of industrial enterprises
PTY000457,低保户标志,Identification of low-income earners
PTY000458,高新技术企业标志,High-tech enterprise logo
PTY000459,科技型中小企业标志,Identification of small and medium-sized high-tech enterprises
PTY000460,专精特新中小企业标志,Specializing in the new small and medium-sized enterprise logo
PTY000461,科技型企业标志,Identification of high-tech enterprises
PTY000462,科创企业标志,Logo of Science and technology start-up Enterprise
PTY000463,实际控制人客户编号,Actual controller number
PTY000464,实际控制人类型代码,type of actual controller
PTY000465,集团已用额度,group customer has been used line of credit
PTY000466,供应链融资编号,Supply chain financing code
PTY000467,成员已用额度,group member customer has been used line of credit
PTY000468,关联客户名称,Related customer name
PTY000469,关联人类别代码,Related person type
PTY000470,关联企业证件类型代码,organization customer related enterprise certificate type
PTY000471,担保人净资产币种代码,Net asset currency of the guarantor
PTY000472,配偶名称,Spouse's name
PTY000473,配偶证件类型代码,ID Certificate type of Spouse
PTY000474,配偶证件编号,Id number of spouse
PTY000475,户籍地址区域代码,The household registration address district code
PTY000476,证件地址区域名称代码,Id address district
PTY000477,证件地址,Id address
PTY000478,证件地址区域代码,Id address district code
PTY000479,居住地址,Residential address
PTY000480,办公地址行政编号,Work address district code
PTY000483,证件有效期起始日期,Start date of validity of the certificate
PTY000485,证件签发机关名称,Name of the issuing authority
PTY000486,组织客户反担保方式代码,Organization customer Counter guarantee mode
PTY000488,国别代码,nationality code
PTY000489,主要组成人员人数,Number of main members
PTY000490,主要组成人员名称,Name of main members
PTY000491,主要组成人员证件类型代码,ID certificate type of main members ID certificate type
PTY000492,主要组成人员证件编号,Id number of main members
PTY000494,经营状况代码,State of operation
PTY000495,授信额度,line of credit
PTY000497,实际控制人证件类型代码,Actual Controller ID certificate type
PTY000499,联系地址区域名称代码,Contact address district
PTY000501,联系地址,Contact address
PTY000502,家庭年收入,Annual household income
PTY000503,组织客户类型代码,organization customer type
PTY000504,法人代表证件类型代码,organization legal representative ID certificate type
PTY000505,法人代表证件编号,organization legal representative ID certificate number
PTY000506,财务负责人名称,Name of financial officer
PTY000507,财务负责人证件类型代码,ID Certificate type of financial officer
PTY000508,财务负责人证件编号,Id number of the financial officer
PTY000509,财务报表编号,financial statement number
PTY000510,财务报表日期,Report reporting date
PTY000511,经过审计标志,whether the audit
PTY000512,审计单位,audit company
PTY000513,报表口径代码,Statement caliber
PTY000514,税前利润,profit before depreciation intrest and tax
PTY000515,所得税,income tax
PTY000516,应收账款,Accounts receivable limit
PTY000517,其他应收款,other receivables
PTY000518,集团编号,group number
PTY000519,集团名称,group name
PTY000520,母公司客户编号,parent company number
PTY000521,母公司名称,parent company name
PTY000522,实际控制人名称,Actual controller name
PTY000524,财务报表币种代码,Financial statement currency
PTY000525,其他负债币种代码,Other liabilities currency
PTY000526,对外担保方式代码,Personal customer external gur mode
PTY000528,或有负债币种代码,Contingent liabilities currency
PTY000529,组织客户对外担保方式代码,Orgnization customer external gur mode
PTY000530,新型农业经营主体类型代码,Types of new agricultural management entities
PTY000531,个人客户类型代码,Personal customer type
PTY000532,行业分类代码,standard industrial classification codes
PTY000535,控股类型代码,Type of holding
PTY000537,个人客户外部评级结果,personal customer external rating results
PTY000538,风险预警信号代码,Risk warning signal
PTY000539,关注事件代码,Focus on event code
PTY000540,关联关系代码,Relationship types
PTY000541,办公地址行政名称,Work address district
PTY000542,报表期间代码,Report period
PTY000543,战略性新兴产业分类代码,Identification of strategic emerging industries classification
PTY000544,文化产业分类代码,Cultural Industry classification
PTY000545,高技术制造业分类代码,High-tech manufacturing classification
PTY000546,"专精特新""小巨人""企业标志",Specialising in the new“Little giant” corporate logo
PTY000547,企业成长阶段代码,Growth Phase
PTY000548,联动方式代码,Linkage mode
PTY000549,经费来源代码,Source of funds
PTY000550,集团客户类型代码,Type of Group customers
PTY000551,客户与我行关系代码,Customer Interoperability
PTY000552,上期信用等级代码,Last credit rating
PTY000553,行业前景、行业地位等,"Industry prospect, industry position, etc"
PTY000597,指标名称,Index Name
PTY000599,指标值,Index Value
PTY000606,直接评价人,Direction Assess Person
PTY000615,指标分值等级模板编号,Index Score Value Grade Template Id
PTY000644,联系地址类型代码,customer contact address type
PTY000648,证件类型代码,customer ID certificate type
PTY000663,委托方式代码,Entrustment method
PTY000690,信息记录日期,information record date
PTY000700,在注协名单内标志,Whether it is in the list of annotation associations
PTY000712,信息管理人编号,information manager man id
PTY000713,信息管理机构编号,information manager orgnazation id
PTY000767,成员类型代码,member type
PTY000787,爱好,hobby
PTY000788,持卡情况,Card holding
